sites	cas_number	chemical_name	MEC_uM	MDL_uM	conc_uM	alg_ecotox_uM	crust_ecotox_uM	fish_ecotox_uM	alg_ecosar_uM	crust_ecosar_uM	fish_ecosar_uM	alg_vega_uM	crust_vega_uM	fish_vega_uM
T2	125-33-7	Primidone	0	4.5818637005513815e-5	4.5818637005513815e-5	-7777	-7777	-7777	76.46909658868105	336.8661545622313	20.578627609921295	15.761611129896751	18.189998891188985	0.5195833436425267
T3	125-33-7	Primidone	0	4.5818637005513815e-5	4.5818637005513815e-5	-7777	-7777	-7777	76.46909658868105	336.8661545622313	20.578627609921295	15.761611129896751	18.189998891188985	0.5195833436425267
R1	125-33-7	Primidone	0	4.5818637005513815e-5	4.5818637005513815e-5	-7777	-7777	-7777	76.46909658868105	336.8661545622313	20.578627609921295	15.761611129896751	18.189998891188985	0.5195833436425267
R2	125-33-7	Primidone	0	4.5818637005513815e-5	4.5818637005513815e-5	-7777	-7777	-7777	76.46909658868105	336.8661545622313	20.578627609921295	15.761611129896751	18.189998891188985	0.5195833436425267
R3	125-33-7	Primidone	0	4.5818637005513815e-5	4.5818637005513815e-5	-7777	-7777	-7777	76.46909658868105	336.8661545622313	20.578627609921295	15.761611129896751	18.189998891188985	0.5195833436425267
T3	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
R1	126-86-3	TMDD	1.7671747294013696e-6	4.417936823503424e-4	1.7671747294013696e-6	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
R2	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
R3	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
RS1	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
RS2	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
RS3	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
T1	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
T2	126-86-3	TMDD	0	4.417936823503424e-4	4.417936823503424e-4	-7777	-7777	-7777	9.748936226121979	4.024315491295662	2.6161846588957194	2.7850673735365583	12.149326264634416	0.9498564170532362
R1	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
R3	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
R2	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
T3	131-57-7	Benzophenone-3	7.448192345624165e-6	4.381289615073038e-6	7.448192345624165e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
T2	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
T1	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
RS1	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
RS3	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
RS2	131-57-7	Benzophenone-3	0	4.381289615073038e-6	4.381289615073038e-6	-7777	-7777	1.405408410875489	3.4692099333816104	1.5012488703093145	1.4101184622678868	0.7868796148671178	4.425102511223769	0.3754765200117594
R3	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
T3	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
T2	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
R2	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
RS1	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
RS2	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
RS3	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
T1	131860-33-8	Azoxystrobin	8.180719531467882e-6	2.4790059186266307e-6	8.180719531467882e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
R1	131860-33-8	Azoxystrobin	0	2.4790059186266307e-6	2.4790059186266307e-6	0.16600165874129727	0.012570448291919993	0.0010787479465490073	83.87740886021902	68.7613088094983	13.966895089342085	0.30838833627715284	2.062780824889219	0.11130736574633573
T3	134-62-3	DEET	6.27387011520394e-6	3.6597575672022986e-6	6.27387011520394e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
T1	134-62-3	DEET	0	3.6597575672022986e-6	3.6597575672022986e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
R1	134-62-3	DEET	1.0456450192006567e-6	3.6597575672022986e-6	1.0456450192006567e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
R2	134-62-3	DEET	1.0456450192006567e-6	3.6597575672022986e-6	1.0456450192006567e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
T2	134-62-3	DEET	0	3.6597575672022986e-6	3.6597575672022986e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
R3	134-62-3	DEET	0	3.6597575672022986e-6	3.6597575672022986e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
RS2	134-62-3	DEET	1.0456450192006567e-6	3.6597575672022986e-6	1.0456450192006567e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
RS1	134-62-3	DEET	3.13693505760197e-6	3.6597575672022986e-6	3.13693505760197e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
RS3	134-62-3	DEET	1.568467528800985e-6	3.6597575672022986e-6	1.568467528800985e-6	-7777	54.217432062413494	-7777	16.767360482260475	29.930680719649395	2.569826682882948	166.7280983115447	37.53865618930357	1.8141941083131394
T3	135410-20-7	Acetamiprid	9.879909697625364e-6	4.4908680443751655e-6	9.879909697625364e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
RS1	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
R2	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
R1	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
T1	135410-20-7	Acetamiprid	3.336714956970747e-4	4.4908680443751655e-6	3.336714956970747e-4	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
RS2	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
T2	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
R3	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
RS3	135410-20-7	Acetamiprid	0	4.4908680443751655e-6	4.4908680443751655e-6	24.289924021310096	0.08170903559678339	0.24910155783469687	2.6609314438754255	0.7014452810957448	4.659842355415381	3.9609456151388955	25.732673894269695	1.0288578689663503
RS1	136-85-6	5-Methyl-1H-benzotriazole	0	1.5020585712719282e-5	1.5020585712719282e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
RS2	136-85-6	5-Methyl-1H-benzotriazole	0	1.5020585712719282e-5	1.5020585712719282e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
RS3	136-85-6	5-Methyl-1H-benzotriazole	0	1.5020585712719282e-5	1.5020585712719282e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
T1	136-85-6	5-Methyl-1H-benzotriazole	7.134778213541659e-5	1.5020585712719282e-5	7.134778213541659e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
T2	136-85-6	5-Methyl-1H-benzotriazole	3.604940571052627e-5	1.5020585712719282e-5	3.604940571052627e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
T3	136-85-6	5-Methyl-1H-benzotriazole	0	1.5020585712719282e-5	1.5020585712719282e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
R1	136-85-6	5-Methyl-1H-benzotriazole	2.6286024997258744e-5	1.5020585712719282e-5	2.6286024997258744e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
R2	136-85-6	5-Methyl-1H-benzotriazole	1.5020585712719282e-6	1.5020585712719282e-5	1.5020585712719282e-6	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
R3	136-85-6	5-Methyl-1H-benzotriazole	7.360086999232449e-5	1.5020585712719282e-5	7.360086999232449e-5	-7777	-7777	-7777	7.914862204076287	14.575445100845508	16.020293677360595	9.763380713267534	26.286024997258743	9.763380713267534
RS1	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
RS2	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
RS3	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
T1	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
T2	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
T3	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
R1	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
R2	137-58-6	Lidocaine	0	2.1336765423174204e-5	2.1336765423174204e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
R3	137-58-6	Lidocaine	1.2802059253904521e-5	2.1336765423174204e-5	1.2802059253904521e-5	-7777	-7777	-7777	17.954030797022156	14.996856901670585	11.074967821018124	2.012483714713791	2.4955480838944544	0.549208341992504
T3	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
R1	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
R2	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
R3	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
RS1	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
RS2	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
RS3	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
T1	137361-04-7	Dicyclohexyl sulfosuccinate	2.207505518763797e-6	1.3796909492273733e-6	2.207505518763797e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
T2	137361-04-7	Dicyclohexyl sulfosuccinate	0	1.3796909492273733e-6	1.3796909492273733e-6	-7777	-7777	-7777	22.101991750283474	33.648477221693156	6.938006967371938	4.856512141280353	5.877483443708609	1.725165562913907
RS1	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
RS2	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
RS3	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
T1	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
T2	137862-53-4	Valsartan	3.214556983533202e-6	2.2961121310951447e-6	3.214556983533202e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
T3	137862-53-4	Valsartan	2.7943684635427907e-4	2.2961121310951447e-6	2.7943684635427907e-4	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
R1	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
R2	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
R3	137862-53-4	Valsartan	0	2.2961121310951447e-6	2.2961121310951447e-6	-7777	-7777	-7777	42.259594990514536	33.20973027092172	3.884303014879932	0.4948121642510036	12.284199901359022	0.2500466110762612
T1	138261-41-3	Imidacloprid	2.9061921841813963e-4	3.911429588400264e-6	2.9061921841813963e-4	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
RS2	138261-41-3	Imidacloprid	0	3.911429588400264e-6	3.911429588400264e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
T2	138261-41-3	Imidacloprid	0	3.911429588400264e-6	3.911429588400264e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
R1	138261-41-3	Imidacloprid	0	3.911429588400264e-6	3.911429588400264e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
T3	138261-41-3	Imidacloprid	8.370459319176566e-5	3.911429588400264e-6	8.370459319176566e-5	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
R2	138261-41-3	Imidacloprid	0	3.911429588400264e-6	3.911429588400264e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
R3	138261-41-3	Imidacloprid	8.996288053320608e-6	3.911429588400264e-6	8.996288053320608e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
RS1	138261-41-3	Imidacloprid	0	3.911429588400264e-6	3.911429588400264e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
RS3	138261-41-3	Imidacloprid	0	3.911429588400264e-6	3.911429588400264e-6	0.19469351959204095	0.022030792969698836	1.0082839029877957	29.64618098816636	6.465054934942169	141.5763402237592	3.1162359530784904	21.786662807389472	0.7200941872244888
RS1	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
RS2	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
RS3	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
T1	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
T2	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
T3	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	1.915022761760243e-4	1.5174506828528073e-6	1.915022761760243e-4	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
R1	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
R2	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	0	1.5174506828528073e-6	1.5174506828528073e-6	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
R3	1418095-02-9	2-Amido-3,5,6-trichloro-4-cyanobenzenesulfonic acid	1.4446130500758727e-4	1.5174506828528073e-6	1.4446130500758727e-4	-7777	-7777	-7777	12173.739952816752	278539.95163125946	9146.289507065614	5.371775417298938	2.7559939301972687	0.6063732928679818
RS1	142-54-1	Lauric isopropanolamide	0	3.884852958315527e-6	3.884852958315527e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
RS2	142-54-1	Lauric isopropanolamide	0	3.884852958315527e-6	3.884852958315527e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
RS3	142-54-1	Lauric isopropanolamide	0	3.884852958315527e-6	3.884852958315527e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
T1	142-54-1	Lauric isopropanolamide	3.4963676624839746e-6	3.884852958315527e-6	3.4963676624839746e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
T2	142-54-1	Lauric isopropanolamide	2.3309117749893164e-6	3.884852958315527e-6	2.3309117749893164e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
T3	142-54-1	Lauric isopropanolamide	0	3.884852958315527e-6	3.884852958315527e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
R1	142-54-1	Lauric isopropanolamide	0	3.884852958315527e-6	3.884852958315527e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
R2	142-54-1	Lauric isopropanolamide	1.553941183326211e-6	3.884852958315527e-6	1.553941183326211e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
R3	142-54-1	Lauric isopropanolamide	0	3.884852958315527e-6	3.884852958315527e-6	-7777	-7777	-7777	4.1864319450811545	3.271532023519416	0.38345609459258845	1.064838195874286	3.0736956606192454	0.3177809719902101
RS3	144-83-2	Sulfapyridine	0	2.0057050273798794e-5	2.0057050273798794e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
R1	144-83-2	Sulfapyridine	0	2.0057050273798794e-5	2.0057050273798794e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
RS2	144-83-2	Sulfapyridine	0	2.0057050273798794e-5	2.0057050273798794e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
T3	144-83-2	Sulfapyridine	0	2.0057050273798794e-5	2.0057050273798794e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
R3	144-83-2	Sulfapyridine	2.0458191279274768e-5	2.0057050273798794e-5	2.0458191279274768e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
T1	144-83-2	Sulfapyridine	0	2.0057050273798794e-5	2.0057050273798794e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
R2	144-83-2	Sulfapyridine	0	2.0057050273798794e-5	2.0057050273798794e-5	4.011410455900764	-7777	-7777	62.434431606170584	11.033986827006578	22.161450016742986	3.9271704436098034	4.091638255854954	0.8327687273681258
